candidate_id,project,repo,source_type,number,state,title,url,evidence_role,primary_deviation_symptom,primary_factor_category,primary_affected_phase,deviation_symptoms,factor_categories,affected_phases,symptom_evidence_quote,factor_evidence_quote,phase_evidence_quote,created_at,updated_at,closed_at,comment_count
github_issue::huggingface/lerobot::1428,LeRobot,huggingface/lerobot,issue,1428,closed,single_task broken into characters and causes eval to fail,https://github.com/huggingface/lerobot/issues/1428,deviation_and_factor,evaluation_crash_or_failure,evaluation_script_harness,observation_processing,evaluation_crash_or_failure,evaluation_script_harness,observation_processing,causing a mismatch in shape error,takes the single_task text and breaks it up into individual characters,,2025-07-01T23:36:01Z,2026-02-24T02:57:50Z,2026-02-24T02:57:50Z,4
github_issue::huggingface/lerobot::1578,LeRobot,huggingface/lerobot,issue,1578,closed,Lerobot metaworld dataset only provides 49 tasks,https://github.com/huggingface/lerobot/issues/1578,factor_only,unknown_or_not_applicable,data_dataset_format,data_loading_or_decoding,unknown_or_not_applicable,data_dataset_format,data_loading_or_decoding,,"There are only 49 tasks and ""Push the puck to a goal"" task repeates twice",,2025-07-23T04:03:17Z,2026-02-24T02:57:16Z,2026-02-24T02:57:16Z,6
github_issue::huggingface/lerobot::1579,LeRobot,huggingface/lerobot,issue,1579,closed,Is there a video backend supporting nondestructive encoding?,https://github.com/huggingface/lerobot/issues/1579,factor_only,unknown_or_not_applicable,observation_sensor_preprocessing,data_loading_or_decoding,unknown_or_not_applicable,observation_sensor_preprocessing,data_loading_or_decoding,,I found the saved png file is nondestructive. But the image I got by lerobot is not.,image_np is really different from real png,2025-07-23T08:38:39Z,2026-02-24T02:57:14Z,2026-02-24T02:57:14Z,6
github_issue::huggingface/lerobot::2956,LeRobot,huggingface/lerobot,issue,2956,open,X-VLA LIBERO: Eval pipeline crashes with `bfloat16` models due to numpy incompatibility,https://github.com/huggingface/lerobot/issues/2956,deviation_and_factor,evaluation_crash_or_failure,evaluation_script_harness,rollout_execution,evaluation_crash_or_failure,evaluation_script_harness,rollout_execution,"When running the evaluation pipeline with a model that utilizes bfloat16 (e.g. for flash-attn), the pipeline crashes during the conversion of actions to Numpy arrays.","Because float_dtype is null, the processor moves the data to the CPU but preserves the bfloat16 data type. When the pipeline attempts to convert this to a Numpy array via .numpy(), it fails because Numpy cannot handle the bfloat16 format in this context.",The crash occurs in the evaluation loop at the point of Numpy conversion.,2026-02-11T10:10:35Z,2026-02-11T10:10:50Z,,0
github_issue::huggingface/lerobot::2655,LeRobot,huggingface/lerobot,issue,2655,open,ValueError: Sequence length 1254 exceeds max_len_seq=512 X-VLA,https://github.com/huggingface/lerobot/issues/2655,deviation_and_factor,evaluation_crash_or_failure,checkpoint_config_compatibility,rollout_execution,evaluation_crash_or_failure,checkpoint_config_compatibility;observation_sensor_preprocessing,rollout_execution,ValueError: Sequence length 1254 exceeds max_len_seq=512,"In the pretrained lerobot/xvla-folding checkpoint, the model was trained with max_len_seq = 512, so the positional embedding table is only initialized up to length 512.",when I want to use 3 cameras to do evaluation,2025-12-16T08:38:13Z,2026-02-11T09:24:56Z,,4
github_issue::huggingface/lerobot::2375,LeRobot,huggingface/lerobot,issue,2375,closed,Reproducing pi0.5 results on libero,https://github.com/huggingface/lerobot/issues/2375,deviation_and_factor,setup_sensitive_result,evaluation_script_harness,environment_reset,setup_sensitive_result,evaluation_script_harness;reset_or_initial_state,environment_reset;benchmark_or_eval_setup,each rollout will just reset the environment and start from the same initial state,the command from the docs evaulates the policy using the same initial configuration of the environment 10 times,each rollout will just reset the environment,2025-11-03T20:56:57Z,2026-02-10T13:39:19Z,2026-02-10T13:39:19Z,2
github_issue::huggingface/lerobot::2386,LeRobot,huggingface/lerobot,issue,2386,open,metaworld eval render bug,https://github.com/huggingface/lerobot/issues/2386,deviation_only,evaluation_crash_or_failure,unknown_or_not_specified,rollout_execution,evaluation_crash_or_failure;evaluation_instability_or_flakiness,unknown_or_not_specified,rollout_execution,environment rendering errors occurred when I initiated the evaluation process.,,,2025-11-05T03:38:44Z,2026-02-06T11:50:38Z,,3
github_issue::huggingface/lerobot::674,LeRobot,huggingface/lerobot,issue,674,closed,Can't evaluate the pretrained model due to draccus parser.,https://github.com/huggingface/lerobot/issues/674,deviation_and_factor,evaluation_crash_or_failure,checkpoint_config_compatibility,checkpoint_or_config_loading,evaluation_crash_or_failure,checkpoint_config_compatibility,checkpoint_or_config_loading,Can't evaluate the pretrained model due to draccus parser.,We didn't push the pretrained models on the hub yet so it's pulling the old versions which don't work with this new config system.,pulling the old versions,2025-02-02T09:38:45Z,2026-01-19T02:30:14Z,2025-02-03T09:57:22Z,8
github_issue::huggingface/lerobot::2630,LeRobot,huggingface/lerobot,issue,2630,open,eval on libero with joint action space model,https://github.com/huggingface/lerobot/issues/2630,deviation_and_factor,rollout_behavior_anomaly,action_controller_interface,rollout_execution,rollout_behavior_anomaly,action_controller_interface,rollout_execution,the resulting end-effector actions appear to be incorrect.,I am using a URDF file found online and am unsure if it accurately matches the Franka robot used in the libero environment.,for evaluation in the libero environment,2025-12-12T10:16:34Z,2025-12-31T05:15:54Z,,2
github_issue::huggingface/lerobot::2246,LeRobot,huggingface/lerobot,issue,2246,closed,lerobot-eval run with exception:,https://github.com/huggingface/lerobot/issues/2246,deviation_and_factor,evaluation_crash_or_failure,checkpoint_config_compatibility,rollout_execution,evaluation_crash_or_failure,checkpoint_config_compatibility,rollout_execution,ValueError: All image features are missing from the batch. At least one expected.,"I take latest lerobot and revert the #1771 PR, and it work in this setup without the workaround.",action = policy.select_action(observation),2025-10-18T19:34:38Z,2025-12-20T09:50:17Z,2025-10-21T13:45:31Z,17
github_issue::huggingface/lerobot::515,LeRobot,huggingface/lerobot,issue,515,closed,"ACT is working, but not Diffusion",https://github.com/huggingface/lerobot/issues/515,deviation_only,setup_sensitive_result,unknown_or_not_specified,rollout_execution,setup_sensitive_result,unknown_or_not_specified,rollout_execution,"I tried PushT in colab, its working but not in robot.",,its working but not in robot.,2024-11-19T18:58:28Z,2025-11-30T02:37:09Z,2025-11-30T02:37:09Z,9
github_issue::huggingface/lerobot::1007,LeRobot,huggingface/lerobot,issue,1007,closed,"When evaluating pi0, the batch does not contain a 'task' key.",https://github.com/huggingface/lerobot/issues/1007,deviation_and_factor,evaluation_crash_or_failure,observation_sensor_preprocessing,rollout_execution,evaluation_crash_or_failure;rollout_behavior_anomaly,observation_sensor_preprocessing;unknown_or_not_specified,rollout_execution;observation_processing,the batch does not contain a 'task' key.,"Add this to line 254 in control_loop lerobot/common/robot_devices/control_utils.py observation.update({""task"":[single_task]})","When evaluating pi0, the batch does not contain a 'task' key.",2025-04-21T10:42:42Z,2025-11-05T02:30:56Z,2025-11-05T02:30:56Z,6
github_issue::huggingface/lerobot::367,LeRobot,huggingface/lerobot,issue,367,closed,Improve the way the video benchmark evaluates the accuracy of video decoders,https://github.com/huggingface/lerobot/issues/367,factor_only,unknown_or_not_applicable,evaluation_protocol_metric,metric_computation,unknown_or_not_applicable,evaluation_protocol_metric,metric_computation,,The benchmark then looks at the distance between the query timestamp and the decoded timestamp to see how accurate the decoder was.,The benchmark then looks at the distance between the query timestamp and the decoded timestamp to see how accurate the decoder was.,2024-08-19T15:55:35Z,2025-10-23T02:29:18Z,2025-10-23T02:29:18Z,3
github_issue::huggingface/lerobot::755,LeRobot,huggingface/lerobot,issue,755,closed,'Address boundary error' when training act policy with aloha_sim_insertion_human,https://github.com/huggingface/lerobot/issues/755,deviation_only,evaluation_crash_or_failure,unknown_or_not_specified,benchmark_or_eval_setup,evaluation_crash_or_failure,unknown_or_not_specified,benchmark_or_eval_setup,The error appears in the evaluation process after 20K training steps.,,Eval policy at step 20000,2025-02-20T12:32:24Z,2025-10-19T02:32:15Z,2025-10-19T02:32:15Z,2
github_issue::huggingface/lerobot::955,LeRobot,huggingface/lerobot,issue,955,closed,PI0FAST Evaluation results on LIBERO is very low,https://github.com/huggingface/lerobot/issues/955,deviation_only,success_rate_drop_or_mismatch,unknown_or_not_specified,benchmark_or_eval_setup,success_rate_drop_or_mismatch,unknown_or_not_specified,benchmark_or_eval_setup,the jax version of pi0fast converges slowly but achieves ~95% Acc the libero-spatial benchmark. The Lerobot version pi0fast might counter the overfitting risk?,,,2025-04-08T12:07:17Z,2025-10-14T14:06:16Z,2025-10-14T14:06:16Z,5
github_issue::huggingface/lerobot::1459,LeRobot,huggingface/lerobot,issue,1459,closed,AssertionError: mean is infinity,https://github.com/huggingface/lerobot/issues/1459,deviation_and_factor,evaluation_crash_or_failure,checkpoint_config_compatibility,observation_processing,evaluation_crash_or_failure,checkpoint_config_compatibility,observation_processing,"AssertionError: `mean` is infinity. You should either initialize with `stats` as an argument, or use a pretrained model.",this bug will be solved with the merge of processor #1431 #1452,rollout_data = rollout(,2025-07-08T01:25:22Z,2025-10-08T11:54:58Z,2025-10-08T11:54:58Z,9
github_issue::huggingface/lerobot::475,LeRobot,huggingface/lerobot,issue,475,closed,NaN values when running eval.py on M3 Mac,https://github.com/huggingface/lerobot/issues/475,deviation_and_factor,evaluation_crash_or_failure,observation_sensor_preprocessing,observation_processing,evaluation_crash_or_failure;rollout_behavior_anomaly,observation_sensor_preprocessing,observation_processing;rollout_execution,dm_control.rl.control.PhysicsError: Physics state is invalid.,For some reason when using GPU on my Mac this line causes issues and will cause observation to have abnormal values.,,2024-10-16T20:14:10Z,2025-10-08T08:29:31Z,2025-10-08T08:29:31Z,0
github_issue::huggingface/lerobot::320,LeRobot,huggingface/lerobot,issue,320,closed,aloha arm do not move in sim eval env on my own task,https://github.com/huggingface/lerobot/issues/320,deviation_only,rollout_behavior_anomaly,unknown_or_not_specified,rollout_execution,rollout_behavior_anomaly,unknown_or_not_specified,rollout_execution,aloha arm do not move in sim eval env on my own task,,in sim eval env,2024-07-15T10:05:43Z,2025-10-08T08:27:18Z,2025-10-08T08:27:18Z,2
github_issue::huggingface/lerobot::1369,LeRobot,huggingface/lerobot,issue,1369,closed,The performance of SmolVLA on LIBERO cannot be replicated,https://github.com/huggingface/lerobot/issues/1369,deviation_and_factor,success_rate_drop_or_mismatch,checkpoint_config_compatibility,benchmark_or_eval_setup,success_rate_drop_or_mismatch,checkpoint_config_compatibility;data_dataset_format,benchmark_or_eval_setup,but the success rate was 0,Those ckpts are depreciated (before pipeline breaking changes and won't work),,2025-06-23T07:38:52Z,2025-10-07T19:58:50Z,2025-09-23T09:44:19Z,27
github_issue::huggingface/lerobot::341,LeRobot,huggingface/lerobot,issue,341,closed,question: expected performance of vq-bet?,https://github.com/huggingface/lerobot/issues/341,deviation_only,success_rate_drop_or_mismatch,unknown_or_not_specified,benchmark_or_eval_setup,success_rate_drop_or_mismatch,unknown_or_not_specified,benchmark_or_eval_setup,our results consistently came out lower than what’s reported on your HF page. Here are the results we obtained on two different GPU machines: ... pc_success: 61.0,,python lerobot/scripts/eval.py -p lerobot/vqbet_pusht eval.n_episodes=500 eval.batch_size=50,2024-07-25T04:35:06Z,2025-10-07T02:27:24Z,2025-10-07T02:27:24Z,7
github_issue::huggingface/lerobot::1561,LeRobot,huggingface/lerobot,issue,1561,closed,will you release the libero ft&eval setting?,https://github.com/huggingface/lerobot/issues/1561,deviation_only,success_rate_drop_or_mismatch,unknown_or_not_specified,benchmark_or_eval_setup,success_rate_drop_or_mismatch,unknown_or_not_specified,benchmark_or_eval_setup,"i couldn't achieve the same or similar success rate(just 76% ,much lower than your '96%')",,i notice that you finetuned it on the **libero** and evalaute at the same time.,2025-07-21T13:57:13Z,2025-09-23T09:25:04Z,2025-09-23T09:25:04Z,4
github_issue::huggingface/lerobot::1095,LeRobot,huggingface/lerobot,issue,1095,closed,Cannot eval policy because dataset statistics are missing,https://github.com/huggingface/lerobot/issues/1095,deviation_and_factor,evaluation_crash_or_failure,observation_sensor_preprocessing,observation_processing,evaluation_crash_or_failure,observation_sensor_preprocessing,observation_processing,"AssertionError: `mean` is infinity. You should either initialize with `stats` as an argument, or use a pretrained model.",My camera's in `lerobot/common/robot_devices/robots/configs.py` were named differently than in `MY_HF_DATASET/meta/stats.json`,"File ""/Users/dpaul/Documents/09 Robotics/lerobot/lerobot/common/robot_devices/control_utils.py"", line 120, in predict_action action = policy.select_action(observation)",2025-05-10T15:15:55Z,2025-09-06T14:09:55Z,2025-05-14T09:55:23Z,3
